Campaign Name,Objective,Day,Age,Gender,Delivery Level,Reach,Impressions,Frequency,Result Type,Results,Results [On Ad],Results [28 Days After Clicking],Cost per Result,Cost per Result [On Ad],Cost per Result [28 Days After Clicking],Amount Spent (USD),"CPM (Cost per 1,000 Impressions)",Link Clicks,Link Clicks [On Ad],CPC (Cost per Link Click),CPC (Cost per Link Click) [On Ad],CTR (Link Click-Through Rate),Clicks (All),CPC (All),CTR (All),Purchases Conversion Value,Purchases Conversion Value [28 Days After Clicking],Cost per Purchase,Cost per Purchase [28 Days After Clicking],Purchases,Purchases [28 Days After Clicking],Purchase ROAS (Return on Ad Spend),Purchase ROAS (Return on Ad Spend) [28 Days After Clicking]
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-05-05,55-64,female,campaign,294,303,1.03,Page Likes,8,8,,1.29,1.29,,10.34,34.13,,,,,,13,0.8,4.29,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-05-04,45-54,female,campaign,2464,2562,1.04,Page Likes,65,62,2,1.22,1.28,39.76,79.52,31.04,,,,,,75,1.06,2.93,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-05-04,55-64,female,campaign,278,294,1.06,Page Likes,4,4,,2.04,2.04,,8.14,27.69,,,,,,7,1.16,2.38,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-05-04,35-44,female,campaign,2232,2295,1.03,Page Likes,29,29,,1.95,1.95,,56.58,24.65,,,,,,38,1.49,1.66,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-05-04,18-24,female,campaign,2288,2464,1.08,Page Likes,45,45,,1.02,1.02,,45.74,18.56,,,,,,54,0.85,2.19,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-05-04,25-34,female,campaign,2542,2650,1.04,Page Likes,43,42,1,1.26,1.29,54.02,54.02,20.38,,,,,,53,1.02,2,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-05-03,35-44,female,campaign,2204,2307,1.05,Page Likes,41,39,2,1.49,1.57,30.61,61.22,26.54,,,,,,51,1.2,2.21,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-05-03,55-64,female,campaign,292,294,1.01,Page Likes,8,8,,1.21,1.21,,9.70,32.99,,,,,,10,0.97,3.4,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-05-03,18-24,female,campaign,1632,1793,1.1,Page Likes,39,36,3,0.95,1.03,12.35,37.05,20.66,,,,,,49,0.76,2.73,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-05-03,25-34,female,campaign,2042,2222,1.09,Page Likes,38,38,,1.3,1.3,,49.55,22.3,,,,,,47,1.05,2.12,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-05-03,45-54,female,campaign,2716,2723,1,Page Likes,91,85,6,0.95,1.02,14.43,86.55,31.78,,,,,,102,0.85,3.75,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-05-02,45-54,female,campaign,2746,2980,1.09,Page Likes,84,82,2,1.04,1.07,43.68,87.35,29.31,,,,,,109,0.8,3.66,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-05-02,35-44,female,campaign,2170,2442,1.13,Page Likes,64,59,5,1.02,1.1,13,65.02,26.63,,,,,,71,0.92,2.91,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-05-02,25-34,female,campaign,1946,2151,1.11,Page Likes,46,42,4,1.15,1.26,13.28,53.11,24.69,,,,,,56,0.95,2.6,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-05-02,18-24,female,campaign,1470,1727,1.17,Page Likes,30,30,,1.09,1.09,,32.80,18.99,,,,,,40,0.82,2.32,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-05-02,55-64,female,campaign,278,322,1.16,Page Likes,13,13,,0.84,0.84,,10.88,33.79,,,,,,18,0.6,5.59,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-05-01,45-54,female,campaign,3170,3300,1.04,Page Likes,90,85,5,0.97,1.03,17.45,87.23,26.43,,,,,,108,0.81,3.27,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-05-01,55-64,female,campaign,302,328,1.09,Page Likes,7,7,,1.49,1.49,,10.41,31.74,,,,,,11,0.95,3.35,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-05-01,18-24,female,campaign,1882,2081,1.11,Page Likes,37,36,1,0.93,0.95,34.25,34.25,16.46,,,,,,42,0.82,2.02,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-05-01,25-34,female,campaign,2234,2400,1.07,Page Likes,50,48,2,1.09,1.14,27.33,54.65,22.77,,,,,,60,0.91,2.5,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-05-01,35-44,female,campaign,2592,2740,1.06,Page Likes,65,61,4,1.01,1.08,16.41,65.64,23.96,,,,,,72,0.91,2.63,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-04-30,45-54,female,campaign,2890,3194,1.11,Page Likes,94,88,6,0.84,0.89,13.09,78.52,24.58,,,,,,120,0.65,3.76,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-04-30,35-44,female,campaign,2712,2928,1.08,Page Likes,58,58,,1.14,1.14,,66.02,22.55,,,,,,71,0.93,2.42,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-04-30,25-34,female,campaign,2422,2721,1.12,Page Likes,40,39,1,1.32,1.35,52.81,52.81,19.41,,,,,,47,1.12,1.73,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-04-30,18-24,female,campaign,2226,2563,1.15,Page Likes,46,45,1,0.92,0.94,42.11,42.11,16.43,,,,,,63,0.67,2.46,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-04-30,55-64,female,campaign,344,352,1.02,Page Likes,9,8,1,1.02,1.15,9.18,9.18,26.08,,,,,,10,0.92,2.84,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-04-29,45-54,female,campaign,2552,2813,1.1,Page Likes,76,72,4,1.04,1.1,19.74,78.97,28.07,,,,,,91,0.87,3.23,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-04-29,25-34,female,campaign,2394,2600,1.09,Page Likes,48,47,1,1.19,1.22,57.14,57.14,21.98,,,,,,52,1.1,2,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-04-29,35-44,female,campaign,2286,2547,1.11,Page Likes,50,47,3,1.23,1.31,20.45,61.36,24.09,,,,,,54,1.14,2.12,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-04-29,55-64,female,campaign,284,284,1,Page Likes,9,8,1,1.15,1.29,10.35,10.35,36.44,,,,,,13,0.8,4.58,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-04-29,18-24,female,campaign,2204,2504,1.14,Page Likes,53,51,2,0.8,0.83,21.09,42.18,16.85,,,,,,59,0.71,2.36,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-30,45-54,female,campaign,153,154,1.01,Page Likes,4,4,,1.65,1.65,,6.58,42.73,,,,,,5,1.32,3.25,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-30,55-64,female,campaign,22,22,1,Page Likes,3,3,,0.33,0.33,,0.98,44.55,,,,,,4,0.25,18.18,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-30,35-44,female,campaign,176,177,1.01,Page Likes,5,5,,1.29,1.29,,6.45,36.44,,,,,,7,0.92,3.95,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-30,25-34,female,campaign,162,162,1,Page Likes,5,5,,1.15,1.15,,5.74,35.43,,,,,,8,0.72,4.94,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-30,18-24,female,campaign,106,108,1.02,Page Likes,4,4,,0.76,0.76,,3.02,27.96,,,,,,5,0.6,4.63,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-29,25-34,female,campaign,2036,2163,1.06,Page Likes,41,41,,1.48,1.48,,60.79,28.1,,,,,,51,1.19,2.36,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-29,45-54,female,campaign,2078,2247,1.08,Page Likes,70,61,9,1.14,1.31,8.87,79.85,35.54,,,,,,82,0.97,3.65,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-29,35-44,female,campaign,2290,2452,1.07,Page Likes,54,52,2,1.4,1.45,37.69,75.37,30.74,,,,,,63,1.2,2.57,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-29,18-24,female,campaign,1338,1456,1.09,Page Likes,32,31,1,1.24,1.28,39.62,39.62,27.21,,,,,,38,1.04,2.61,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-29,55-64,female,campaign,174,190,1.09,Page Likes,5,5,,1.64,1.64,,8.18,43.05,,,,,,8,1.02,4.21,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-28,25-34,female,campaign,1458,1642,1.13,Page Likes,33,33,,1.44,1.44,,47.49,28.92,,,,,,40,1.19,2.44,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-28,18-24,female,campaign,1148,1316,1.15,Page Likes,34,32,2,1.13,1.2,19.28,38.55,29.29,,,,,,39,0.99,2.96,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-28,55-64,female,campaign,142,178,1.25,Page Likes,5,5,,1.48,1.48,,7.38,41.46,,,,,,5,1.48,2.81,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-28,45-54,female,campaign,2206,2353,1.07,Page Likes,80,75,4,1.13,1.2,22.54,90.16,38.32,,,,,,89,1.01,3.78,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-28,35-44,female,campaign,1994,2110,1.06,Page Likes,53,50,3,1.35,1.43,23.84,71.53,33.9,,,,,,60,1.19,2.84,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-27,25-34,female,campaign,1650,1779,1.08,Page Likes,38,38,,1.33,1.33,,50.64,28.47,,,,,,44,1.15,2.47,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-27,45-54,female,campaign,2238,2349,1.05,Page Likes,75,71,3,1.18,1.24,29.4,88.21,37.55,,,,,,87,1.01,3.7,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-27,55-64,female,campaign,170,209,1.23,Page Likes,8,7,1,1.19,1.36,9.49,9.49,45.41,,,,,,11,0.86,5.26,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-27,18-24,female,campaign,1014,1188,1.17,Page Likes,43,41,2,0.87,0.91,18.62,37.24,31.35,,,,,,48,0.78,4.04,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-27,35-44,female,campaign,2094,2244,1.07,Page Likes,39,36,3,1.81,1.97,23.59,70.76,31.53,,,,,,41,1.73,1.83,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-26,45-54,female,campaign,1899,2034,1.07,Page Likes,76,71,4,1.15,1.23,21.85,87.39,42.96,,,,,,87,1,4.28,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-26,35-44,female,campaign,1767,1858,1.05,Page Likes,52,50,2,1.19,1.24,30.94,61.88,33.3,,,,,,61,1.01,3.28,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-26,25-34,female,campaign,1383,1622,1.17,Page Likes,36,34,2,1.37,1.45,24.71,49.43,30.47,,,,,,41,1.21,2.53,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-26,18-24,female,campaign,1208,1361,1.13,Page Likes,34,33,1,1.1,1.13,37.28,37.28,27.39,,,,,,41,0.91,3.01,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-26,55-64,female,campaign,171,182,1.06,Page Likes,11,11,,0.96,0.96,,10.59,58.19,,,,,,12,0.88,6.59,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-25,45-54,female,campaign,1886,2107,1.12,Page Likes,84,80,4,1.01,1.06,21.16,84.63,40.17,,,,,,98,0.86,4.65,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-25,35-44,female,campaign,1656,1798,1.09,Page Likes,56,55,1,1.15,1.17,64.39,64.39,35.81,,,,,,63,1.02,3.5,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-25,25-34,female,campaign,1158,1259,1.09,Page Likes,45,44,1,1.03,1.05,46.29,46.29,36.77,,,,,,50,0.93,3.97,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-25,18-24,female,campaign,1016,1140,1.12,Page Likes,46,42,4,0.88,0.97,10.16,40.63,35.64,,,,,,55,0.74,4.82,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-25,55-64,female,campaign,176,196,1.11,Page Likes,10,10,,1.33,1.33,,13.33,68.01,,,,,,11,1.21,5.61,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-24,25-34,female,campaign,1218,1346,1.11,Page Likes,37,35,2,1.3,1.37,24.03,48.06,35.7,,,,,,42,1.14,3.12,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-24,18-24,female,campaign,946,1111,1.17,Page Likes,50,50,,0.87,0.87,,43.49,39.14,,,,,,49,0.89,4.41,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-24,55-64,female,campaign,134,151,1.13,Page Likes,13,12,1,0.76,0.82,9.83,9.83,65.09,,,,,,14,0.7,9.27,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-24,45-54,female,campaign,1558,1688,1.08,Page Likes,71,67,4,1.11,1.18,19.69,78.76,46.66,,,,,,83,0.95,4.92,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-24,35-44,female,campaign,1574,1668,1.06,Page Likes,53,52,1,1.25,1.27,66.06,66.06,39.61,,,,,,57,1.16,3.42,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-23,55-64,female,campaign,84,91,1.08,Page Likes,3,3,,1.76,1.76,,5.29,58.12,,,,,,3,1.76,3.3,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-23,45-54,female,campaign,1038,1162,1.12,Page Likes,47,44,3,1.19,1.27,18.69,56.06,48.25,,,,,,54,1.04,4.65,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-23,25-34,female,campaign,1114,1318,1.18,Page Likes,34,32,2,1.48,1.58,25.24,50.47,38.29,,,,,,41,1.23,3.11,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-23,35-44,female,campaign,1208,1366,1.13,Page Likes,46,44,2,1.2,1.26,27.66,55.32,40.5,,,,,,48,1.15,3.51,,,,,,,,
[03/23/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-03-23,18-24,female,campaign,791,947,1.2,Page Likes,31,30,1,1.28,1.32,39.59,39.59,41.81,,,,,,39,1.02,4.12,,,,,,,,
[12/29/2017] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-05,35-44,female,campaign,332,335,1.01,Page Likes,13,12,1,0.65,0.7,8.43,8.43,25.16,,,,,,13,0.65,3.88,,,,,,,,
[12/29/2017] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-05,55-64,female,campaign,35,35,1,Page Likes,1,1,,1.27,1.27,,1.27,36.29,,,,,,1,1.27,2.86,,,,,,,,
[12/29/2017] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-05,18-24,female,campaign,160,160,1,Page Likes,5,5,,0.73,0.73,,3.67,22.94,,,,,,5,0.73,3.13,,,,,,,,
[12/29/2017] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-05,45-54,female,campaign,287,289,1.01,Page Likes,13,12,1,0.72,0.78,9.41,9.41,32.56,,,,,,15,0.63,5.19,,,,,,,,
[12/29/2017] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-05,25-34,female,campaign,337,340,1.01,Page Likes,8,8,,0.93,0.93,,7.47,21.97,,,,,,12,0.62,3.53,,,,,,,,
[12/29/2017] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-04,35-44,female,campaign,3820,3820,1,Page Likes,96,91,5,0.78,0.82,14.99,74.94,19.62,,,,,,118,0.64,3.09,,,,,,,,
[12/29/2017] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-04,25-34,female,campaign,3668,3771,1.03,Page Likes,86,79,6,0.74,0.8,10.57,63.42,16.82,,,,,,100,0.63,2.65,,,,,,,,
[12/29/2017] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-04,45-54,female,campaign,3272,3272,1,Page Likes,128,112,16,0.59,0.67,4.71,75.36,23.03,,,,,,149,0.51,4.55,,,,,,,,
[12/29/2017] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-04,18-24,female,campaign,1556,1773,1.14,Page Likes,37,37,,0.84,0.84,,31.18,17.59,,,,,,44,0.71,2.48,,,,,,,,
[12/29/2017] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-04,55-64,female,campaign,284,308,1.08,Page Likes,13,11,2,0.63,0.74,4.07,8.14,26.43,,,,,,15,0.54,4.87,,,,,,,,
[12/29/2017] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-04,65+,female,campaign,1,1,1,,,,,,,,0.02,20,,,,,,0,,0,,,,,,,,
[12/29/2017] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-03,25-34,female,campaign,3443,3562,1.03,Page Likes,101,94,7,0.64,0.69,9.25,64.74,18.18,,,,,,116,0.56,3.26,,,,,,,,
[12/29/2017] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-03,45-54,female,campaign,2934,2934,1,Page Likes,113,106,7,0.62,0.66,9.98,69.84,23.8,,,,,,125,0.56,4.26,,,,,,,,
[12/29/2017] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-03,35-44,female,campaign,3451,3473,1.01,Page Likes,91,88,3,0.73,0.76,22.27,66.80,19.23,,,,,,105,0.64,3.02,,,,,,,,
[12/29/2017] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-03,55-64,female,campaign,256,285,1.11,Page Likes,8,8,,1.02,1.02,,8.17,28.66,,,,,,8,1.02,2.81,,,,,,,,
[12/29/2017] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-03,18-24,female,campaign,1847,1999,1.08,Page Likes,55,52,3,0.71,0.75,12.94,38.83,19.42,,,,,,65,0.6,3.25,,,,,,,,
[12/29/2017] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-02,45-54,female,campaign,3464,3734,1.08,Page Likes,155,146,9,0.55,0.58,9.45,85.03,22.77,,,,,,170,0.5,4.55,,,,,,,,
[12/29/2017] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-02,18-24,female,campaign,1560,1853,1.19,Page Likes,50,46,4,0.6,0.65,7.5,29.98,16.18,,,,,,61,0.49,3.29,,,,,,,,
[12/29/2017] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-02,55-64,female,campaign,332,334,1.01,Page Likes,13,13,,0.64,0.64,,8.27,24.76,,,,,,17,0.49,5.09,,,,,,,,
[12/29/2017] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-02,35-44,female,campaign,3928,4031,1.03,Page Likes,96,92,4,0.74,0.77,17.82,71.29,17.69,,,,,,106,0.67,2.63,,,,,,,,
[12/29/2017] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-02,25-34,female,campaign,3752,3824,1.02,Page Likes,107,102,5,0.59,0.62,12.72,63.59,16.63,,,,,,116,0.55,3.03,,,,,,,,
[12/29/2017] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-01,35-44,female,campaign,4007,4118,1.03,Page Likes,132,124,8,0.56,0.6,9.31,74.46,18.08,,,,,,141,0.53,3.42,,,,,,,,
[12/29/2017] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-01,55-64,female,campaign,348,372,1.07,Page Likes,11,10,1,0.77,0.84,8.44,8.44,22.69,,,,,,14,0.6,3.76,,,,,,,,
[12/29/2017] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-01,18-24,female,campaign,1759,1929,1.1,Page Likes,51,50,1,0.63,0.64,32.23,32.23,16.71,,,,,,57,0.57,2.95,,,,,,,,
[12/29/2017] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-01,25-34,female,campaign,2875,3089,1.07,Page Likes,74,72,2,0.66,0.68,24.48,48.96,15.85,,,,,,78,0.63,2.53,,,,,,,,
[12/29/2017] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-01,45-54,female,campaign,4163,4282,1.03,Page Likes,175,168,7,0.54,0.56,13.54,94.81,22.14,,,,,,208,0.46,4.86,,,,,,,,
[19/01/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-02-02,25-34,female,campaign,59,59,1,Page Likes,4,4,,0.87,0.87,,3.47,58.81,,,,,,4,0.87,6.78,,,,,,,,
[19/01/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-02-02,65+,female,campaign,1,1,1,,,,,,,,0.01,10,,,,,,0,,0,,,,,,,,
[19/01/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-02-02,55-64,female,campaign,8,9,1.13,,,,,,,,0.48,53.33,,,,,,0,,0,,,,,,,,
[19/01/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-02-02,18-24,female,campaign,54,54,1,Page Likes,3,3,,0.56,0.56,,1.67,30.93,,,,,,3,0.56,5.56,,,,,,,,
[19/01/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-02-02,35-44,female,campaign,58,58,1,Page Likes,1,1,,2.85,2.85,,2.85,49.14,,,,,,1,2.85,1.72,,,,,,,,
[19/01/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-02-02,45-54,female,campaign,80,80,1,Page Likes,2,2,,2.17,2.17,,4.33,54.13,,,,,,4,1.08,5,,,,,,,,
[19/01/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-02-01,55-64,female,campaign,146,149,1.02,Page Likes,8,8,,0.85,0.85,,6.79,45.57,,,,,,8,0.85,5.37,,,,,,,,
[19/01/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-02-01,18-24,female,campaign,436,450,1.03,Page Likes,14,14,,1.19,1.19,,16.67,37.04,,,,,,18,0.93,4,,,,,,,,
[19/01/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-02-01,25-34,female,campaign,533,540,1.01,Page Likes,26,24,1,1.04,1.13,27.13,27.13,50.24,,,,,,24,1.13,4.44,,,,,,,,
[19/01/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-02-01,35-44,female,campaign,663,675,1.02,Page Likes,30,29,1,1.19,1.23,35.77,35.77,52.99,,,,,,30,1.19,4.44,,,,,,,,
[19/01/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-02-01,45-54,female,campaign,1043,1056,1.01,Page Likes,46,40,6,1.15,1.32,8.82,52.91,50.1,,,,,,56,0.94,5.3,,,,,,,,
[19/01/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-02-01,65+,female,campaign,4,4,1,,,,,,,,0.12,30,,,,,,0,,0,,,,,,,,
[19/01/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-31,18-24,female,campaign,457,470,1.03,Page Likes,22,22,,0.92,0.92,,20.17,42.91,,,,,,23,0.88,4.89,,,,,,,,
[19/01/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-31,35-44,female,campaign,630,638,1.01,Page Likes,23,22,1,1.53,1.6,35.23,35.23,55.22,,,,,,28,1.26,4.39,,,,,,,,
[19/01/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-31,45-54,female,campaign,1022,1036,1.01,Page Likes,54,51,3,1.05,1.11,18.85,56.56,54.59,,,,,,59,0.96,5.69,,,,,,,,
[19/01/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-31,55-64,female,campaign,154,154,1,Page Likes,11,11,,0.71,0.71,,7.86,51.04,,,,,,10,0.79,6.49,,,,,,,,
[19/01/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-31,65+,female,campaign,4,5,1.25,,,,,,,,0.07,14,,,,,,1,0.07,20,,,,,,,,
[19/01/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-31,25-34,female,campaign,563,575,1.02,Page Likes,22,21,1,1.18,1.24,26.01,26.01,45.23,,,,,,22,1.18,3.83,,,,,,,,
[19/01/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-30,25-34,female,campaign,505,521,1.03,Page Likes,25,22,2,0.95,1.08,11.9,23.79,45.66,,,,,,26,0.92,4.99,,,,,,,,
[19/01/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-30,35-44,female,campaign,662,671,1.01,Page Likes,22,20,2,1.67,1.83,18.34,36.68,54.66,,,,,,24,1.53,3.58,,,,,,,,
[19/01/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-30,18-24,female,campaign,415,423,1.02,Page Likes,22,22,,0.99,0.99,,21.76,51.44,,,,,,22,0.99,5.2,,,,,,,,
[19/01/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-30,45-54,female,campaign,1186,1204,1.02,Page Likes,63,59,4,0.92,0.99,14.54,58.17,48.31,,,,,,69,0.84,5.73,,,,,,,,
[19/01/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-30,55-64,female,campaign,154,154,1,Page Likes,5,5,,1.57,1.57,,7.83,50.84,,,,,,7,1.12,4.55,,,,,,,,
[19/01/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-30,65+,female,campaign,2,2,1,,,,,,,,0.07,35,,,,,,0,,0,,,,,,,,
[19/01/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-29,18-24,female,campaign,383,394,1.03,Page Likes,13,11,2,1.15,1.35,7.45,14.90,37.82,,,,,,16,0.93,4.06,,,,,,,,
[19/01/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-29,65+,female,campaign,2,2,1,,,,,,,,0.08,40,,,,,,0,,0,,,,,,,,
[19/01/2018] Promoting EyeBuyDirect,PAGE_LIKES,2018-01-29,55-64,female,campaign,139,140,1.01,Page Likes,14,14,,0.65,0.65,,9.10,65,,,,,,15,0.61,10.71,,,,,,,,
